主站点号,电压等级,间隔名称,设备名称,设备大类,信息分类,告警分级,量测类型,动作量词,信号类型,是否上光字牌,主站端描述（合并信息填母点描述）,厂站端描述
1267,10kV,10kV创34备用线,创34线路保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,创34测保装置检修压板投入,创34测保装置检修压板投入
1268,10kV,10kV创34备用线,创34线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创34测保装置收低周GOOSE链路中断,创34测保装置收低周GOOSE链路中断
1269,10kV,10kV数据四线,创35间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创35间隔事故总,创35间隔事故总
1270,10kV,10kV数据四线,创35开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创35,创35
1271,10kV,10kV数据四线,创35-27接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创35-27,创35-27
1272,10kV,10kV数据四线,创35开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,创35开关手车工作位置,创35开关手车工作位置
1273,10kV,10kV数据四线,创35开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,创35开关机构弹簧未储能,创35开关机构弹簧未储能
1274,10kV,10kV数据四线,创35开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创35开关机构储能电机故障,创35开关机构储能电机故障
1275,10kV,10kV数据四线,创35开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创35加热器故障,创35加热器故障
1276,10kV,10kV数据四线,创35开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创35带电显示器故障,创35带电显示器故障
1277,10kV,10kV数据四线,创35开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,创35控制回路断线,创35控制回路断线
1278,10kV,10kV数据四线,创35线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创35过流I段动作,创35过流I段动作
1279,10kV,10kV数据四线,创35线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创35过流II段动作（速断）,创35过流II段动作（速断）
1280,10kV,10kV数据四线,创35线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创35过流III段动作（过流）,创35过流III段动作（过流）
1281,10kV,10kV数据四线,创35线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创35零序I段动作,创35零序I段动作
1282,10kV,10kV数据四线,创35线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创35零序II段动作,创35零序II段动作
1283,10kV,10kV数据四线,创35线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创35零序III段动作,创35零序III段动作
1284,10kV,10kV数据四线,创35线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创35重合闸动作,创35重合闸动作
1285,10kV,10kV数据四线,创35线路保护,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,创35测保装置就地控制,创35测保装置就地控制
1286,10kV,10kV数据四线,创35线路保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,创35测保装置通信中断,创35测保装置通信中断
1287,10kV,10kV数据四线,创35线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,创35测保装置故障,创35测保装置故障
1288,10kV,10kV数据四线,创35线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创35测保装置异常,创35测保装置异常
1289,10kV,10kV数据四线,创35线路保护,二次设备,变位,,,PSCADA退出/投入,软压板,否,创35停用重合闸软压板投入,创35停用重合闸软压板投入
1290,10kV,10kV数据四线,创35线路保护,二次设备,变位,,,PSCADA放电/已充电,一般遥信,否,创35重合闸充电完成,创35重合闸充电完成
1291,10kV,10kV数据四线,创35线路保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,创35测保装置检修压板投入,创35测保装置检修压板投入
1292,10kV,10kV数据四线,创35线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创35测保装置收低周GOOSE链路中断,创35测保装置收低周GOOSE链路中断
1293,10kV,10kV数据三线,创36间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创36间隔事故总,创36间隔事故总
1294,10kV,10kV数据三线,创36开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创36,创36
1295,10kV,10kV数据三线,创36-27接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创36-27,创36-27
1296,10kV,10kV数据三线,创36开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,创36开关手车工作位置,创36开关手车工作位置
1297,10kV,10kV数据三线,创36开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,创36开关机构弹簧未储能,创36开关机构弹簧未储能
1298,10kV,10kV数据三线,创36开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创36开关机构储能电机故障,创36开关机构储能电机故障
1299,10kV,10kV数据三线,创36开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创36加热器故障,创36加热器故障
1300,10kV,10kV数据三线,创36开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创36带电显示器故障,创36带电显示器故障
1301,10kV,10kV数据三线,创36开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,创36控制回路断线,创36控制回路断线
1302,10kV,10kV数据三线,创36线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创36过流I段动作,创36过流I段动作
1303,10kV,10kV数据三线,创36线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创36过流II段动作（速断）,创36过流II段动作（速断）
1304,10kV,10kV数据三线,创36线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创36过流III段动作（过流）,创36过流III段动作（过流）
1305,10kV,10kV数据三线,创36线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创36零序I段动作,创36零序I段动作
1306,10kV,10kV数据三线,创36线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创36零序II段动作,创36零序II段动作
1307,10kV,10kV数据三线,创36线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创36零序III段动作,创36零序III段动作
1308,10kV,10kV数据三线,创36线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创36重合闸动作,创36重合闸动作
1309,10kV,10kV数据三线,创36线路保护,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,创36测保装置就地控制,创36测保装置就地控制
1310,10kV,10kV数据三线,创36线路保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,创36测保装置通信中断,创36测保装置通信中断
1311,10kV,10kV数据三线,创36线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,创36测保装置故障,创36测保装置故障
1312,10kV,10kV数据三线,创36线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创36测保装置异常,创36测保装置异常
1313,10kV,10kV数据三线,创36线路保护,二次设备,变位,,,PSCADA退出/投入,软压板,否,创36停用重合闸软压板投入,创36停用重合闸软压板投入
1314,10kV,10kV数据三线,创36线路保护,二次设备,变位,,,PSCADA放电/已充电,一般遥信,否,创36重合闸充电完成,创36重合闸充电完成
1315,10kV,10kV数据三线,创36线路保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,创36测保装置检修压板投入,创36测保装置检修压板投入
1316,10kV,10kV数据三线,创36线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创36测保装置收低周GOOSE链路中断,创36测保装置收低周GOOSE链路中断
1317,10kV,10kV2061电容器,2061间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061间隔事故总,2061间隔事故总
1318,10kV,10kV2061电容器,2061开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2061,2061
1319,10kV,10kV2061电容器,2061-27接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2061-27,2061-27
1320,10kV,10kV2061电容器,2061开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,2061开关手车工作位置,2061开关手车工作位置
1321,10kV,10kV2061电容器,2061-1刀闸,交流刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2061-1,2061-1
1322,10kV,10kV2061电容器,2061-17接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2061-17,2061-17
1323,10kV,10kV2061电容器,2061开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,2061开关机构弹簧未储能,2061开关机构弹簧未储能
1324,10kV,10kV2061电容器,2061开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2061开关机构储能电机故障,2061开关机构储能电机故障
1325,10kV,10kV2061电容器,2061开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2061加热器故障,2061加热器故障
1326,10kV,10kV2061电容器,2061开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2061带电显示器故障,2061带电显示器故障
1327,10kV,10kV2061电容器,2061开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2061控制回路断线,2061控制回路断线
1328,10kV,10kV2061电容器,2061电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061过流I段动作（速断）,2061过流I段动作（速断）
1329,10kV,10kV2061电容器,2061电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061过流II段动作（过流）,2061过流II段动作（过流）
1330,10kV,10kV2061电容器,2061电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061零序I段动作,2061零序I段动作
1331,10kV,10kV2061电容器,2061电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061零序II段动作,2061零序II段动作
1332,10kV,10kV2061电容器,2061电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061不平衡电压保护动作,2061不平衡电压保护动作
1333,10kV,10kV2061电容器,2061电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061过压保护动作,2061过压保护动作
1334,10kV,10kV2061电容器,2061电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061欠压保护动作,2061欠压保护动作
1335,10kV,10kV2061电容器,2061电容器保护,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,2061测保装置就地控制,2061测保装置就地控制
1336,10kV,10kV2061电容器,2061电容器保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,2061测保装置通信中断,2061测保装置通信中断
1337,10kV,10kV2061电容器,2061电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,2061测保装置故障,2061测保装置故障
1338,10kV,10kV2061电容器,2061电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2061测保装置异常,2061测保装置异常
1339,10kV,10kV2061电容器,2061电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2061测保装置对时异常,2061测保装置对时异常
1340,10kV,10kV2061电容器,2061电容器保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,2061测保装置检修压板投入,2061测保装置检修压板投入
1341,10kV,10kV2061电容器,2061电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2061测保装置PT断线,2061测保装置PT断线
1342,10kV,10kV2061电容器,2061电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2061测保装置CT断线,2061测保装置CT断线
1343,10kV,10kV2062电容器,2062间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062间隔事故总,2062间隔事故总
1344,10kV,10kV2062电容器,2062开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2062,2062
1345,10kV,10kV2062电容器,2062-27接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2062-27,2062-27
1346,10kV,10kV2062电容器,2062开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,2062开关手车工作位置,2062开关手车工作位置
1347,10kV,10kV2062电容器,2062-1刀闸,交流刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2062-1,2062-1
1348,10kV,10kV2062电容器,2062-17接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2062-17,2062-17
1349,10kV,10kV2062电容器,2062开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,2062开关机构弹簧未储能,2062开关机构弹簧未储能
1350,10kV,10kV2062电容器,2062开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2062开关机构储能电机故障,2062开关机构储能电机故障
1351,10kV,10kV2062电容器,2062开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2062加热器故障,2062加热器故障
1352,10kV,10kV2062电容器,2062开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2062带电显示器故障,2062带电显示器故障
1353,10kV,10kV2062电容器,2062开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2062控制回路断线,2062控制回路断线
1354,10kV,10kV2062电容器,2062电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062过流I段动作（速断）,2062过流I段动作（速断）
1355,10kV,10kV2062电容器,2062电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062过流II段动作（过流）,2062过流II段动作（过流）
1356,10kV,10kV2062电容器,2062电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062零序I段动作,2062零序I段动作
1357,10kV,10kV2062电容器,2062电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062零序II段动作,2062零序II段动作
1358,10kV,10kV2062电容器,2062电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062不平衡电压保护动作,2062不平衡电压保护动作
1359,10kV,10kV2062电容器,2062电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062过压保护动作,2062过压保护动作
1360,10kV,10kV2062电容器,2062电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062欠压保护动作,2062欠压保护动作
1361,10kV,10kV2062电容器,2062电容器保护,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,2062测保装置就地控制,2062测保装置就地控制
1362,10kV,10kV2062电容器,2062电容器保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,2062测保装置通信中断,2062测保装置通信中断
1363,10kV,10kV2062电容器,2062电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,2062测保装置故障,2062测保装置故障
1364,10kV,10kV2062电容器,2062电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2062测保装置异常,2062测保装置异常
1365,10kV,10kV2062电容器,2062电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2062测保装置对时异常,2062测保装置对时异常
1366,10kV,10kV2062电容器,2062电容器保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,2062测保装置检修压板投入,2062测保装置检修压板投入
1367,10kV,10kV2062电容器,2062电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2062测保装置PT断线,2062测保装置PT断线
1368,10kV,10kV2062电容器,2062电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2062测保装置CT断线,2062测保装置CT断线
1369,10kV,10kV2063电容器,2063间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063间隔事故总,2063间隔事故总
1370,10kV,10kV2063电容器,2063开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2063,2063
1371,10kV,10kV2063电容器,2063-27接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2063-27,2063-27
1372,10kV,10kV2063电容器,2063开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,2063开关手车工作位置,2063开关手车工作位置
1373,10kV,10kV2063电容器,2063-1刀闸,交流刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2063-1,2063-1
1374,10kV,10kV2063电容器,2063-17接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2063-17,2063-17
1375,10kV,10kV2063电容器,2063开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,2063开关机构弹簧未储能,2063开关机构弹簧未储能
1376,10kV,10kV2063电容器,2063开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2063开关机构储能电机故障,2063开关机构储能电机故障
1377,10kV,10kV2063电容器,2063开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2063加热器故障,2063加热器故障
1378,10kV,10kV2063电容器,2063开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2063带电显示器故障,2063带电显示器故障
1379,10kV,10kV2063电容器,2063开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2063控制回路断线,2063控制回路断线
1380,10kV,10kV2063电容器,2063电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063过流I段动作（速断）,2063过流I段动作（速断）
1381,10kV,10kV2063电容器,2063电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063过流II段动作（过流）,2063过流II段动作（过流）
1382,10kV,10kV2063电容器,2063电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063零序I段动作,2063零序I段动作
1383,10kV,10kV2063电容器,2063电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063零序II段动作,2063零序II段动作
1384,10kV,10kV2063电容器,2063电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063不平衡电压保护动作,2063不平衡电压保护动作
1385,10kV,10kV2063电容器,2063电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063过压保护动作,2063过压保护动作
1386,10kV,10kV2063电容器,2063电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063欠压保护动作,2063欠压保护动作
1387,10kV,10kV2063电容器,2063电容器保护,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,2063测保装置就地控制,2063测保装置就地控制
1388,10kV,10kV2063电容器,2063电容器保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,2063测保装置通信中断,2063测保装置通信中断
1389,10kV,10kV2063电容器,2063电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,2063测保装置故障,2063测保装置故障
1390,10kV,10kV2063电容器,2063电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2063测保装置异常,2063测保装置异常
1391,10kV,10kV2063电容器,2063电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2063测保装置对时异常,2063测保装置对时异常
1392,10kV,10kV2063电容器,2063电容器保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,2063测保装置检修压板投入,2063测保装置检修压板投入
1393,10kV,10kV2063电容器,2063电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2063测保装置PT断线,2063测保装置PT断线
1394,10kV,10kV2063电容器,2063电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2063测保装置CT断线,2063测保装置CT断线
1395,10kV,10kV2064电容器,2064间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2064间隔事故总,2064间隔事故总
1396,10kV,10kV2064电容器,2064开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2064,2064
1397,10kV,10kV2064电容器,2064-27接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2064-27,2064-27
1398,10kV,10kV2064电容器,2064开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,2064开关手车工作位置,2064开关手车工作位置
1399,10kV,10kV2064电容器,2064-1刀闸,交流刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2064-1,2064-1
1400,10kV,10kV2064电容器,2064-17接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2064-17,2064-17
1401,10kV,10kV2064电容器,2064开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,2064开关机构弹簧未储能,2064开关机构弹簧未储能
1402,10kV,10kV2064电容器,2064开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2064开关机构储能电机故障,2064开关机构储能电机故障
1403,10kV,10kV2064电容器,2064开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2064加热器故障,2064加热器故障
1404,10kV,10kV2064电容器,2064开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2064带电显示器故障,2064带电显示器故障
1405,10kV,10kV2064电容器,2064开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2064控制回路断线,2064控制回路断线
1406,10kV,10kV2064电容器,2064电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2064过流I段动作（速断）,2064过流I段动作（速断）
1407,10kV,10kV2064电容器,2064电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2064过流II段动作（过流）,2064过流II段动作（过流）
1408,10kV,10kV2064电容器,2064电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2064零序I段动作,2064零序I段动作
1409,10kV,10kV2064电容器,2064电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2064零序II段动作,2064零序II段动作
1410,10kV,10kV2064电容器,2064电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2064不平衡电压保护动作,2064不平衡电压保护动作
1411,10kV,10kV2064电容器,2064电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2064过压保护动作,2064过压保护动作
1412,10kV,10kV2064电容器,2064电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2064欠压保护动作,2064欠压保护动作
1413,10kV,10kV2064电容器,2064电容器保护,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,2064测保装置就地控制,2064测保装置就地控制
1414,10kV,10kV2064电容器,2064电容器保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,2064测保装置通信中断,2064测保装置通信中断
1415,10kV,10kV2064电容器,2064电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,2064测保装置故障,2064测保装置故障
1416,10kV,10kV2064电容器,2064电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2064测保装置异常,2064测保装置异常
1417,10kV,10kV2064电容器,2064电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2064测保装置对时异常,2064测保装置对时异常
1418,10kV,10kV2064电容器,2064电容器保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,2064测保装置检修压板投入,2064测保装置检修压板投入
1419,10kV,10kV2064电容器,2064电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2064测保装置PT断线,2064测保装置PT断线
1420,10kV,10kV2064电容器,2064电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2064测保装置CT断线,2064测保装置CT断线
1421,10kV,10kV2441分段,2441间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2441间隔事故总,2441间隔事故总
1422,10kV,10kV2441分段,2441开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,2441,2441
1423,10kV,10kV2441分段,2441开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,2441开关手车工作位置,2441开关手车工作位置
1424,10kV,10kV2441分段,2441隔离手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,2441隔离手车工作位置,2441隔离手车工作位置
1425,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,2441开关机构弹簧未储能,2441开关机构弹簧未储能
1426,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2441开关机构储能电机故障,2441开关机构储能电机故障
1427,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2441加热器故障,2441加热器故障
1428,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2441带电显示器故障,2441带电显示器故障
1429,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2441-41加热器故障,2441-41加热器故障
1430,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,2441-41带电显示器故障,2441-41带电显示器故障
1431,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2441控制回路断线,2441控制回路断线
1432,10kV,10kV2441分段,2441分段保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2441备自投跳201,2441备自投跳201
1433,10kV,10kV2441分段,2441分段保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2441备自投跳2021,2441备自投跳2021
1434,10kV,10kV2441分段,2441分段保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2441备自投合2441,2441备自投合2441
1435,10kV,10kV2441分段,2441分段保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2441过流充电保护动作,2441过流充电保护动作
1436,10kV,10kV2441分段,2441分段保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2441零流充电保护动作,2441零流充电保护动作
1437,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441备自投10kV41母线PT断线,2441备自投10kV41母线PT断线
1438,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441备自投10kV42母线PT断线,2441备自投10kV42母线PT断线
1439,10kV,10kV2441分段,2441分段保护,二次设备,变位,,,PSCADA放电/已充电,一般遥信,否,2441备自投充电完成,2441备自投充电完成
1440,10kV,10kV2441分段,2441分段保护,二次设备,变位,,,PSCADA退出/投入,软压板,否,2441备自投软压板投入,2441备自投软压板投入
1441,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,2441备自投故障,2441备自投故障
1442,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441备自投异常,2441备自投异常
1443,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441备自投对时异常,2441备自投对时异常
1444,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,2441备自投通信中断,2441备自投通信中断
1445,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,2441备自投检修压板投入,2441备自投检修压板投入
1446,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441备自投SV总告警,2441备自投SV总告警
1447,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441备自投GOOSE总告警,2441备自投GOOSE总告警
1448,10kV,10kV2441分段,2441分段保护,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,2441测保装置就地控制,2441测保装置就地控制
1449,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,2441测保装置通信中断,2441测保装置通信中断
1450,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,2441测保装置故障,2441测保装置故障
1451,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441测保装置异常,2441测保装置异常
1452,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441测保装置对时异常,2441测保装置对时异常
